"TimePeriod","GeoTypeDesc","GeoID","GeoRank","BoroID","Borough","Geography","Area","Number","Estimated annual rate per 10,000","Age-adjusted rate per 10,000"
"2016","UHF 42","209","4","2","Brooklyn","Bensonhurst - Bay Ridge","Bensonhurst - Bay Ridge  Brooklyn","51","3.0","2.8"
"2016","UHF 42","210","4","2","Brooklyn","Coney Island - Sheepshead Bay","Coney Island - Sheepshead Bay  Brooklyn","183","8.0","7.6"
"2016","UHF 42","211","4","2","Brooklyn","Williamsburg - Bushwick","Williamsburg - Bushwick  Brooklyn","208","12.6","14.0"
"2016","UHF 42","301","4","3","Manhattan","Washington Heights","Washington Heights  Manhattan","211","9.6","9.8"
"2016","UHF 42","302","4","3","Manhattan","Central Harlem - Morningside Heights","Central Harlem - Morningside Heights  Manhattan","272","19.3","20.3"
"2016","UHF 42","303","4","3","Manhattan","East Harlem","East Harlem  Manhattan","233","26.1","26.4"
"2016","UHF 42","304","4","3","Manhattan","Upper West Side","Upper West Side  Manhattan","67","3.6","3.5"
"2016","UHF 42","305","4","3","Manhattan","Upper East Side","Upper East Side  Manhattan","36","1.9","1.8"
"2016","UHF 42","306","4","3","Manhattan","Chelsea - Clinton","Chelsea - Clinton  Manhattan","48","3.3","3.8"
"2016","UHF 42","307","4","3","Manhattan","Gramercy Park - Murray Hill","Gramercy Park - Murray Hill  Manhattan","22","1.8","1.9"
"2016","UHF 42","308","4","3","Manhattan","Greenwich Village - SoHo","Greenwich Village - SoHo  Manhattan","**","1.2*","1.3*"
"2016","UHF 42","309","4","3","Manhattan","Union Square - Lower East Side","Union Square - Lower East Side  Manhattan","124","7.1","7.5"
"2016","UHF 42","310","4","3","Manhattan","Lower Manhattan","Lower Manhattan  Manhattan","21","3.9","5.6"
"2016","UHF 42","401","4","4","Queens","Long Island City - Astoria","Long Island City - Astoria  Queens","114","6.3","7.0"
"2016","UHF 42","402","4","4","Queens","West Queens","West Queens  Queens","225","5.9","6.1"
"2016","UHF 42","403","4","4","Queens","Flushing - Clearview","Flushing - Clearview  Queens","107","4.9","4.5"
"2016","UHF 42","404","4","4","Queens","Bayside - Little Neck","Bayside - Little Neck  Queens","32","4.3","4.1"
"2016","UHF 42","405","4","4","Queens","Ridgewood - Forest Hills","Ridgewood - Forest Hills  Queens","89","4.4","4.2"
"2016","UHF 42","406","4","4","Queens","Fresh Meadows","Fresh Meadows  Queens","55","6.9","6.5"
"2016","UHF 42","407","4","4","Queens","Southwest Queens","Southwest Queens  Queens","172","7.6","7.4"
"2016","UHF 42","408","4","4","Queens","Jamaica","Jamaica  Queens","297","11.9","11.5"
"2016","UHF 42","409","4","4","Queens","Southeast Queens","Southeast Queens  Queens","139","8.1","7.4"
"2016","UHF 42","410","4","4","Queens","Rockaways","Rockaways  Queens","77","8.6","8.2"
"2016","UHF 42","501","4","5","Staten Island","Port Richmond","Port Richmond  Staten Island","133","26.8","26.4"
"2016","UHF 42","502","4","5","Staten Island","Stapleton - St. George","Stapleton - St. George  Staten Island","142","14.5","14.8"
"2016","UHF 42","503","4","5","Staten Island","Willowbrook","Willowbrook  Staten Island","52","7.4","7.0"
"2016","UHF 42","504","4","5","Staten Island","South Beach - Tottenville","South Beach - Tottenville  Staten Island","89","5.8","5.6"
"2014","UHF 42","101","4","1","Bronx","Kingsbridge - Riverdale","Kingsbridge - Riverdale  Bronx","138","18.6","17.0"
"2014","UHF 42","102","4","1","Bronx","Northeast Bronx","Northeast Bronx  Bronx","510","32.2","30.1"
"2014","UHF 42","103","4","1","Bronx","Fordham - Bronx Pk","Fordham - Bronx Pk  Bronx","849","44.8","48.3"
"2014","UHF 42","104","4","1","Bronx","Pelham - Throgs Neck","Pelham - Throgs Neck  Bronx","794","33.8","33.2"
"2014","UHF 42","105","4","1","Bronx","Crotona -Tremont","Crotona -Tremont  Bronx","751","48.7","52.6"
"2014","UHF 42","106","4","1","Bronx","High Bridge - Morrisania","High Bridge - Morrisania  Bronx","860","54.7","56.4"
"2014","UHF 42","107","4","1","Bronx","Hunts Point - Mott Haven","Hunts Point - Mott Haven  Bronx","736","71.9","75.6"
"2014","UHF 42","201","4","2","Brooklyn","Greenpoint","Greenpoint  Brooklyn","108","10.0","13.7"
"2014","UHF 42","202","4","2","Brooklyn","Downtown - Heights - Slope","Downtown - Heights - Slope  Brooklyn","303","14.7","17.9"
"2014","UHF 42","203","4","2","Brooklyn","Bedford Stuyvesant - Crown Heights","Bedford Stuyvesant - Crown Heights  Brooklyn","912","35.7","37.4"
"2014","UHF 42","204","4","2","Brooklyn","East New York","East New York  Brooklyn","568","41.5","42.7"
"2014","UHF 42","205","4","2","Brooklyn","Sunset Park","Sunset Park  Brooklyn","173","17.2","20.5"
"2014","UHF 42","206","4","2","Brooklyn","Borough Park","Borough Park  Brooklyn","229","9.4","9.1"
"2014","UHF 42","207","4","2","Brooklyn","East Flatbush - Flatbush","East Flatbush - Flatbush  Brooklyn","493","20.9","20.6"
"2014","UHF 42","208","4","2","Brooklyn","Canarsie - Flatlands","Canarsie - Flatlands  Brooklyn","329","20.4","18.9"
"2014","UHF 42","209","4","2","Brooklyn","Bensonhurst - Bay Ridge","Bensonhurst - Bay Ridge  Brooklyn","132","7.8","7.1"
"2014","UHF 42","210","4","2","Brooklyn","Coney Island - Sheepshead Bay","Coney Island - Sheepshead Bay  Brooklyn","412","18.2","16.2"
"2014","UHF 42","211","4","2","Brooklyn","Williamsburg - Bushwick","Williamsburg - Bushwick  Brooklyn","608","36.8","45.0"
"2014","UHF 42","301","4","3","Manhattan","Washington Heights","Washington Heights  Manhattan","382","17.5","18.0"
"2014","UHF 42","302","4","3","Manhattan","Central Harlem - Morningside Heights","Central Harlem - Morningside Heights  Manhattan","551","39.0","42.6"
"2014","UHF 42","303","4","3","Manhattan","East Harlem","East Harlem  Manhattan","396","44.5","46.0"
"2014","UHF 42","304","4","3","Manhattan","Upper West Side","Upper West Side  Manhattan","225","12.0","10.6"
"2014","UHF 42","305","4","3","Manhattan","Upper East Side","Upper East Side  Manhattan","99","5.3","4.9"
"2014","UHF 42","306","4","3","Manhattan","Chelsea - Clinton","Chelsea - Clinton  Manhattan","147","10.4","11.7"
"2014","UHF 42","307","4","3","Manhattan","Gramercy Park - Murray Hill","Gramercy Park - Murray Hill  Manhattan","80","6.7","7.6"
"2014","UHF 42","308","4","3","Manhattan","Greenwich Village - SoHo","Greenwich Village - SoHo  Manhattan","24","3.3","3.7"
"2014","UHF 42","309","4","3","Manhattan","Union Square - Lower East Side","Union Square - Lower East Side  Manhattan","332","19.2","19.9"
"2014","UHF 42","310","4","3","Manhattan","Lower Manhattan","Lower Manhattan  Manhattan","41","7.8","10.7"
"2014","UHF 42","401","4","4","Queens","Long Island City - Astoria","Long Island City - Astoria  Queens","314","17.4","20.1"
"2014","UHF 42","402","4","4","Queens","West Queens","West Queens  Queens","473","12.6","13.3"
"2014","UHF 42","403","4","4","Queens","Flushing - Clearview","Flushing - Clearview  Queens","196","9.1","7.9"
"2014","UHF 42","404","4","4","Queens","Bayside - Little Neck","Bayside - Little Neck  Queens","61","8.3","7.2"
"2014","UHF 42","405","4","4","Queens","Ridgewood - Forest Hills","Ridgewood - Forest Hills  Queens","228","11.2","10.3"
"2014","UHF 42","406","4","4","Queens","Fresh Meadows","Fresh Meadows  Queens","93","11.8","10.9"
"2014","UHF 42","407","4","4","Queens","Southwest Queens","Southwest Queens  Queens","286","12.7","13.0"
"2014","UHF 42","408","4","4","Queens","Jamaica","Jamaica  Queens","412","16.7","16.0"
"2014","UHF 42","409","4","4","Queens","Southeast Queens","Southeast Queens  Queens","187","11.1","10.2"
"2014","UHF 42","410","4","4","Queens","Rockaways","Rockaways  Queens","181","20.2","18.4"
"2014","UHF 42","501","4","5","Staten Island","Port Richmond","Port Richmond  Staten Island","139","28.5","27.8"
"2014","UHF 42","502","4","5","Staten Island","Stapleton - St. George","Stapleton - St. George  Staten Island","224","23.3","22.1"
"2014","UHF 42","503","4","5","Staten Island","Willowbrook","Willowbrook  Staten Island","79","11.3","10.5"
"2014","UHF 42","504","4","5","Staten Island","South Beach - Tottenville","South Beach - Tottenville  Staten Island","157","10.2","9.7"
"2013","UHF 42","101","4","1","Bronx","Kingsbridge - Riverdale","Kingsbridge - Riverdale  Bronx","153","20.6","17.7"
"2013","UHF 42","102","4","1","Bronx","Northeast Bronx","Northeast Bronx  Bronx","451","28.8","26.7"
"2013","UHF 42","103","4","1","Bronx","Fordham - Bronx Pk","Fordham - Bronx Pk  Bronx","872","46.6","49.9"
"2013","UHF 42","104","4","1","Bronx","Pelham - Throgs Neck","Pelham - Throgs Neck  Bronx","719","30.9","30.3"
"2013","UHF 42","105","4","1","Bronx","Crotona -Tremont","Crotona -Tremont  Bronx","783","51.5","56.8"
"2013","UHF 42","106","4","1","Bronx","High Bridge - Morrisania","High Bridge - Morrisania  Bronx","878","56.7","59.2"
"2013","UHF 42","107","4","1","Bronx","Hunts Point - Mott Haven","Hunts Point - Mott Haven  Bronx","721","71.6","75.8"
"2013","UHF 42","201","4","2","Brooklyn","Greenpoint","Greenpoint  Brooklyn","152","14.4","19.3"
"2013","UHF 42","202","4","2","Brooklyn","Downtown - Heights - Slope","Downtown - Heights - Slope  Brooklyn","370","18.2","22.1"
"2013","UHF 42","203","4","2","Brooklyn","Bedford Stuyvesant - Crown Heights","Bedford Stuyvesant - Crown Heights  Brooklyn","1,016","40.0","42.3"
"2013","UHF 42","204","4","2","Brooklyn","East New York","East New York  Brooklyn","583","42.7","44.1"
"2013","UHF 42","205","4","2","Brooklyn","Sunset Park","Sunset Park  Brooklyn","207","20.9","25.5"
"2013","UHF 42","206","4","2","Brooklyn","Borough Park","Borough Park  Brooklyn","223","9.3","8.8"
"2013","UHF 42","207","4","2","Brooklyn","East Flatbush - Flatbush","East Flatbush - Flatbush  Brooklyn","579","24.7","24.4"
"2013","UHF 42","208","4","2","Brooklyn","Canarsie - Flatlands","Canarsie - Flatlands  Brooklyn","309","19.2","17.9"
"2013","UHF 42","209","4","2","Brooklyn","Bensonhurst - Bay Ridge","Bensonhurst - Bay Ridge  Brooklyn","166","10.0","8.9"
"2013","UHF 42","210","4","2","Brooklyn","Coney Island - Sheepshead Bay","Coney Island - Sheepshead Bay  Brooklyn","463","20.6","17.4"
"2013","UHF 42","211","4","2","Brooklyn","Williamsburg - Bushwick","Williamsburg - Bushwick  Brooklyn","700","42.6","51.1"
"2013","UHF 42","301","4","3","Manhattan","Washington Heights","Washington Heights  Manhattan","396","18.2","18.8"
"2013","UHF 42","302","4","3","Manhattan","Central Harlem - Morningside Heights","Central Harlem - Morningside Heights  Manhattan","543","38.4","42.0"
"2013","UHF 42","303","4","3","Manhattan","East Harlem","East Harlem  Manhattan","489","55.1","56.7"
"2013","UHF 42","304","4","3","Manhattan","Upper West Side","Upper West Side  Manhattan","238","12.7","11.5"
"2013","UHF 42","305","4","3","Manhattan","Upper East Side","Upper East Side  Manhattan","111","5.9","5.4"
"2013","UHF 42","306","4","3","Manhattan","Chelsea - Clinton","Chelsea - Clinton  Manhattan","166","11.8","13.5"
"2013","UHF 42","307","4","3","Manhattan","Gramercy Park - Murray Hill","Gramercy Park - Murray Hill  Manhattan","78","6.5","7.3"
"2013","UHF 42","308","4","3","Manhattan","Greenwich Village - SoHo","Greenwich Village - SoHo  Manhattan","21","2.9","3.3"
"2013","UHF 42","309","4","3","Manhattan","Union Square - Lower East Side","Union Square - Lower East Side  Manhattan","368","21.4","22.3"
"2013","UHF 42","310","4","3","Manhattan","Lower Manhattan","Lower Manhattan  Manhattan","34","6.6","10.0"
"2013","UHF 42","401","4","4","Queens","Long Island City - Astoria","Long Island City - Astoria  Queens","278","15.5","17.9"
"2013","UHF 42","402","4","4","Queens","West Queens","West Queens  Queens","457","12.3","13.1"
"2013","UHF 42","403","4","4","Queens","Flushing - Clearview","Flushing - Clearview  Queens","176","8.3","7.1"
"2013","UHF 42","404","4","4","Queens","Bayside - Little Neck","Bayside - Little Neck  Queens","46","6.3","5.5"
"2013","UHF 42","405","4","4","Queens","Ridgewood - Forest Hills","Ridgewood - Forest Hills  Queens","255","12.5","11.6"
"2013","UHF 42","406","4","4","Queens","Fresh Meadows","Fresh Meadows  Queens","91","11.6","10.6"
"2013","UHF 42","407","4","4","Queens","Southwest Queens","Southwest Queens  Queens","324","14.6","14.7"
"2013","UHF 42","408","4","4","Queens","Jamaica","Jamaica  Queens","397","16.3","15.6"
"2013","UHF 42","409","4","4","Queens","Southeast Queens","Southeast Queens  Queens","209","12.4","11.6"
"2013","UHF 42","410","4","4","Queens","Rockaways","Rockaways  Queens","223","24.9","23.2"
"2013","UHF 42","501","4","5","Staten Island","Port Richmond","Port Richmond  Staten Island","159","32.9","32.6"
"2013","UHF 42","502","4","5","Staten Island","Stapleton - St. George","Stapleton - St. George  Staten Island","236","24.7","23.7"
"2013","UHF 42","503","4","5","Staten Island","Willowbrook","Willowbrook  Staten Island","88","12.7","11.0"
"2013","UHF 42","504","4","5","Staten Island","South Beach - Tottenville","South Beach - Tottenville  Staten Island","153","10.0","9.5"
"2012","UHF 42","101","4","1","Bronx","Kingsbridge - Riverdale","Kingsbridge - Riverdale  Bronx","169","22.8","20.6"
"2012","UHF 42","102","4","1","Bronx","Northeast Bronx","Northeast Bronx  Bronx","537","34.6","32.5"
"2012","UHF 42","103","4","1","Bronx","Fordham - Bronx Pk","Fordham - Bronx Pk  Bronx","986","53.5","57.7"
"2012","UHF 42","104","4","1","Bronx","Pelham - Throgs Neck","Pelham - Throgs Neck  Bronx","866","37.6","37.0"
"2012","UHF 42","105","4","1","Bronx","Crotona -Tremont","Crotona -Tremont  Bronx","943","63.1","69.3"
"2012","UHF 42","106","4","1","Bronx","High Bridge - Morrisania","High Bridge - Morrisania  Bronx","954","62.6","66.4"
"2012","UHF 42","107","4","1","Bronx","Hunts Point - Mott Haven","Hunts Point - Mott Haven  Bronx","638","64.6","67.4"
"2012","UHF 42","201","4","2","Brooklyn","Greenpoint","Greenpoint  Brooklyn","125","12.0","16.0"
"2012","UHF 42","202","4","2","Brooklyn","Downtown - Heights - Slope","Downtown - Heights - Slope  Brooklyn","375","18.9","22.9"
"2012","UHF 42","203","4","2","Brooklyn","Bedford Stuyvesant - Crown Heights","Bedford Stuyvesant - Crown Heights  Brooklyn","1,023","40.5","43.2"
"2012","UHF 42","204","4","2","Brooklyn","East New York","East New York  Brooklyn","539","39.7","42.0"
"2012","UHF 42","205","4","2","Brooklyn","Sunset Park","Sunset Park  Brooklyn","210","21.5","26.4"
"2012","UHF 42","206","4","2","Brooklyn","Borough Park","Borough Park  Brooklyn","273","11.4","11.2"
"2012","UHF 42","207","4","2","Brooklyn","East Flatbush - Flatbush","East Flatbush - Flatbush  Brooklyn","608","26.1","25.9"
"2012","UHF 42","208","4","2","Brooklyn","Canarsie - Flatlands","Canarsie - Flatlands  Brooklyn","311","19.4","18.2"
"2012","UHF 42","209","4","2","Brooklyn","Bensonhurst - Bay Ridge","Bensonhurst - Bay Ridge  Brooklyn","140","8.5","7.8"
"2012","UHF 42","210","4","2","Brooklyn","Coney Island - Sheepshead Bay","Coney Island - Sheepshead Bay  Brooklyn","472","21.1","18.1"
"2012","UHF 42","211","4","2","Brooklyn","Williamsburg - Bushwick","Williamsburg - Bushwick  Brooklyn","841","51.5","61.7"
"2012","UHF 42","301","4","3","Manhattan","Washington Heights","Washington Heights  Manhattan","454","20.9","21.7"
"2012","UHF 42","302","4","3","Manhattan","Central Harlem - Morningside Heights","Central Harlem - Morningside Heights  Manhattan","534","37.7","41.0"
"2012","UHF 42","303","4","3","Manhattan","East Harlem","East Harlem  Manhattan","534","60.4","61.8"
"2012","UHF 42","304","4","3","Manhattan","Upper West Side","Upper West Side  Manhattan","246","13.2","12.1"
"2012","UHF 42","305","4","3","Manhattan","Upper East Side","Upper East Side  Manhattan","96","5.1","4.8"
"2012","UHF 42","306","4","3","Manhattan","Chelsea - Clinton","Chelsea - Clinton  Manhattan","162","11.7","13.5"
"2012","UHF 42","307","4","3","Manhattan","Gramercy Park - Murray Hill","Gramercy Park - Murray Hill  Manhattan","67","5.6","6.3"
"2012","UHF 42","308","4","3","Manhattan","Greenwich Village - SoHo","Greenwich Village - SoHo  Manhattan","29","4.0","4.6"
"2012","UHF 42","309","4","3","Manhattan","Union Square - Lower East Side","Union Square - Lower East Side  Manhattan","369","21.4","22.2"
"2012","UHF 42","310","4","3","Manhattan","Lower Manhattan","Lower Manhattan  Manhattan","46","9.0","12.5"
"2012","UHF 42","401","4","4","Queens","Long Island City - Astoria","Long Island City - Astoria  Queens","307","17.3","19.9"
"2012","UHF 42","402","4","4","Queens","West Queens","West Queens  Queens","466","12.6","13.6"
"2012","UHF 42","403","4","4","Queens","Flushing - Clearview","Flushing - Clearview  Queens","208","9.9","8.6"
"2012","UHF 42","404","4","4","Queens","Bayside - Little Neck","Bayside - Little Neck  Queens","46","6.4","5.4"
"2012","UHF 42","405","4","4","Queens","Ridgewood - Forest Hills","Ridgewood - Forest Hills  Queens","274","13.5","12.6"
"2012","UHF 42","406","4","4","Queens","Fresh Meadows","Fresh Meadows  Queens","80","10.3","9.4"
"2012","UHF 42","407","4","4","Queens","Southwest Queens","Southwest Queens  Queens","306","13.9","14.2"
"2012","UHF 42","408","4","4","Queens","Jamaica","Jamaica  Queens","477","19.8","19.4"
"2012","UHF 42","409","4","4","Queens","Southeast Queens","Southeast Queens  Queens","208","12.5","11.4"
"2012","UHF 42","410","4","4","Queens","Rockaways","Rockaways  Queens","219","24.5","23.0"
"2012","UHF 42","501","4","5","Staten Island","Port Richmond","Port Richmond  Staten Island","189","39.6","39.4"
"2012","UHF 42","502","4","5","Staten Island","Stapleton - St. George","Stapleton - St. George  Staten Island","273","28.9","27.7"
"2012","UHF 42","503","4","5","Staten Island","Willowbrook","Willowbrook  Staten Island","89","12.9","11.5"
"2012","UHF 42","504","4","5","Staten Island","South Beach - Tottenville","South Beach - Tottenville  Staten Island","241","15.7","14.4"
"2011","UHF 42","101","4","1","Bronx","Kingsbridge - Riverdale","Kingsbridge - Riverdale  Bronx","183","24.8","22.6"
"2011","UHF 42","102","4","1","Bronx","Northeast Bronx","Northeast Bronx  Bronx","494","32.2","29.7"
"2011","UHF 42","103","4","1","Bronx","Fordham - Bronx Pk","Fordham - Bronx Pk  Bronx","987","54.4","59.2"
"2011","UHF 42","104","4","1","Bronx","Pelham - Throgs Neck","Pelham - Throgs Neck  Bronx","971","42.7","42.0"
"2011","UHF 42","105","4","1","Bronx","Crotona -Tremont","Crotona -Tremont  Bronx","1,005","68.6","76.1"
"2011","UHF 42","106","4","1","Bronx","High Bridge - Morrisania","High Bridge - Morrisania  Bronx","929","62.2","66.4"
"2011","UHF 42","107","4","1","Bronx","Hunts Point - Mott Haven","Hunts Point - Mott Haven  Bronx","672","69.5","74.4"
"2011","UHF 42","201","4","2","Brooklyn","Greenpoint","Greenpoint  Brooklyn","147","14.5","18.7"
"2011","UHF 42","202","4","2","Brooklyn","Downtown - Heights - Slope","Downtown - Heights - Slope  Brooklyn","456","23.6","28.3"
"2011","UHF 42","203","4","2","Brooklyn","Bedford Stuyvesant - Crown Heights","Bedford Stuyvesant - Crown Heights  Brooklyn","1,007","40.3","43.3"
"2011","UHF 42","204","4","2","Brooklyn","East New York","East New York  Brooklyn","585","43.4","46.1"
"2011","UHF 42","205","4","2","Brooklyn","Sunset Park","Sunset Park  Brooklyn","237","24.7","30.2"
"2011","UHF 42","206","4","2","Brooklyn","Borough Park","Borough Park  Brooklyn","323","13.7","13.1"
"2011","UHF 42","207","4","2","Brooklyn","East Flatbush - Flatbush","East Flatbush - Flatbush  Brooklyn","601","26.0","25.9"
"2011","UHF 42","208","4","2","Brooklyn","Canarsie - Flatlands","Canarsie - Flatlands  Brooklyn","346","21.8","20.7"
"2011","UHF 42","209","4","2","Brooklyn","Bensonhurst - Bay Ridge","Bensonhurst - Bay Ridge  Brooklyn","156","9.6","8.8"
"2011","UHF 42","210","4","2","Brooklyn","Coney Island - Sheepshead Bay","Coney Island - Sheepshead Bay  Brooklyn","469","21.2","18.3"
"2011","UHF 42","211","4","2","Brooklyn","Williamsburg - Bushwick","Williamsburg - Bushwick  Brooklyn","801","49.5","59.1"
"2011","UHF 42","301","4","3","Manhattan","Washington Heights","Washington Heights  Manhattan","473","22.1","23.1"
"2011","UHF 42","302","4","3","Manhattan","Central Harlem - Morningside Heights","Central Harlem - Morningside Heights  Manhattan","514","36.4","39.5"
"2011","UHF 42","303","4","3","Manhattan","East Harlem","East Harlem  Manhattan","579","66.2","68.3"
"2011","UHF 42","304","4","3","Manhattan","Upper West Side","Upper West Side  Manhattan","215","11.6","10.4"
"2011","UHF 42","305","4","3","Manhattan","Upper East Side","Upper East Side  Manhattan","121","6.5","6.0"
"2011","UHF 42","306","4","3","Manhattan","Chelsea - Clinton","Chelsea - Clinton  Manhattan","146","10.7","11.9"
"2011","UHF 42","307","4","3","Manhattan","Gramercy Park - Murray Hill","Gramercy Park - Murray Hill  Manhattan","86","7.3","8.2"
"2011","UHF 42","308","4","3","Manhattan","Greenwich Village - SoHo","Greenwich Village - SoHo  Manhattan","27","3.7","4.4"
"2011","UHF 42","309","4","3","Manhattan","Union Square - Lower East Side","Union Square - Lower East Side  Manhattan","373","21.8","23.1"
"2011","UHF 42","310","4","3","Manhattan","Lower Manhattan","Lower Manhattan  Manhattan","29","5.8","8.3"
"2011","UHF 42","401","4","4","Queens","Long Island City - Astoria","Long Island City - Astoria  Queens","310","17.6","20.0"
"2011","UHF 42","402","4","4","Queens","West Queens","West Queens  Queens","454","12.4","13.6"
"2011","UHF 42","403","4","4","Queens","Flushing - Clearview","Flushing - Clearview  Queens","238","11.5","10.0"
"2011","UHF 42","404","4","4","Queens","Bayside - Little Neck","Bayside - Little Neck  Queens","59","8.2","6.8"
"2011","UHF 42","405","4","4","Queens","Ridgewood - Forest Hills","Ridgewood - Forest Hills  Queens","249","12.3","11.4"
"2011","UHF 42","406","4","4","Queens","Fresh Meadows","Fresh Meadows  Queens","90","11.6","10.9"
"2011","UHF 42","407","4","4","Queens","Southwest Queens","Southwest Queens  Queens","271","12.4","12.6"
"2011","UHF 42","408","4","4","Queens","Jamaica","Jamaica  Queens","507","21.3","20.7"
"2011","UHF 42","409","4","4","Queens","Southeast Queens","Southeast Queens  Queens","221","13.4","12.4"
"2011","UHF 42","410","4","4","Queens","Rockaways","Rockaways  Queens","279","31.3","29.5"
"2011","UHF 42","501","4","5","Staten Island","Port Richmond","Port Richmond  Staten Island","156","32.8","33.5"
"2011","UHF 42","502","4","5","Staten Island","Stapleton - St. George","Stapleton - St. George  Staten Island","279","29.6","28.4"
"2011","UHF 42","503","4","5","Staten Island","Willowbrook","Willowbrook  Staten Island","95","13.9","12.7"
"2011","UHF 42","504","4","5","Staten Island","South Beach - Tottenville","South Beach - Tottenville  Staten Island","234","15.3","13.8"
"2010","UHF 42","101","4","1","Bronx","Kingsbridge - Riverdale","Kingsbridge - Riverdale  Bronx","211","28.7","25.8"
"2010","UHF 42","102","4","1","Bronx","Northeast Bronx","Northeast Bronx  Bronx","523","35.6","33.5"
"2010","UHF 42","103","4","1","Bronx","Fordham - Bronx Pk","Fordham - Bronx Pk  Bronx","940","51.0","55.2"
"2010","UHF 42","104","4","1","Bronx","Pelham - Throgs Neck","Pelham - Throgs Neck  Bronx","1,011","44.7","44.1"
"2010","UHF 42","105","4","1","Bronx","Crotona -Tremont","Crotona -Tremont  Bronx","1,135","78.8","87.7"
"2010","UHF 42","106","4","1","Bronx","High Bridge - Morrisania","High Bridge - Morrisania  Bronx","986","66.6","70.5"
"2010","UHF 42","107","4","1","Bronx","Hunts Point - Mott Haven","Hunts Point - Mott Haven  Bronx","686","71.8","77.6"
"2010","UHF 42","201","4","2","Brooklyn","Greenpoint","Greenpoint  Brooklyn","160","15.4","20.6"
"2010","UHF 42","202","4","2","Brooklyn","Downtown - Heights - Slope","Downtown - Heights - Slope  Brooklyn","414","22.6","27.4"
"2010","UHF 42","203","4","2","Brooklyn","Bedford Stuyvesant - Crown Heights","Bedford Stuyvesant - Crown Heights  Brooklyn","1,134","46.9","49.4"
"2010","UHF 42","204","4","2","Brooklyn","East New York","East New York  Brooklyn","590","43.9","46.2"
"2010","UHF 42","205","4","2","Brooklyn","Sunset Park","Sunset Park  Brooklyn","238","24.1","30.3"
"2010","UHF 42","206","4","2","Brooklyn","Borough Park","Borough Park  Brooklyn","328","13.5","12.8"
"2010","UHF 42","207","4","2","Brooklyn","East Flatbush - Flatbush","East Flatbush - Flatbush  Brooklyn","610","26.6","26.3"
"2010","UHF 42","208","4","2","Brooklyn","Canarsie - Flatlands","Canarsie - Flatlands  Brooklyn","349","23.0","21.7"
"2010","UHF 42","209","4","2","Brooklyn","Bensonhurst - Bay Ridge","Bensonhurst - Bay Ridge  Brooklyn","168","9.7","8.9"
"2010","UHF 42","210","4","2","Brooklyn","Coney Island - Sheepshead Bay","Coney Island - Sheepshead Bay  Brooklyn","471","19.7","16.7"
"2010","UHF 42","211","4","2","Brooklyn","Williamsburg - Bushwick","Williamsburg - Bushwick  Brooklyn","797","51.3","60.1"
"2010","UHF 42","301","4","3","Manhattan","Washington Heights","Washington Heights  Manhattan","460","22.9","23.7"
"2010","UHF 42","302","4","3","Manhattan","Central Harlem - Morningside Heights","Central Harlem - Morningside Heights  Manhattan","589","45.3","48.1"
"2010","UHF 42","303","4","3","Manhattan","East Harlem","East Harlem  Manhattan","585","67.9","69.7"
"2010","UHF 42","304","4","3","Manhattan","Upper West Side","Upper West Side  Manhattan","237","12.6","11.2"
"2010","UHF 42","305","4","3","Manhattan","Upper East Side","Upper East Side  Manhattan","101","5.4","5.3"
"2010","UHF 42","306","4","3","Manhattan","Chelsea - Clinton","Chelsea - Clinton  Manhattan","174","12.7","14.4"
"2010","UHF 42","307","4","3","Manhattan","Gramercy Park - Murray Hill","Gramercy Park - Murray Hill  Manhattan","107","8.7","10.2"
"2010","UHF 42","308","4","3","Manhattan","Greenwich Village - SoHo","Greenwich Village - SoHo  Manhattan","28","3.8","4.3"
"2010","UHF 42","309","4","3","Manhattan","Union Square - Lower East Side","Union Square - Lower East Side  Manhattan","406","23.4","24.9"
"2010","UHF 42","310","4","3","Manhattan","Lower Manhattan","Lower Manhattan  Manhattan","48","10.3","14.1"
