"TimePeriod","GeoTypeDesc","GeoID","GeoRank","BoroID","Borough","Geography","Area","Total population","Asian alone (percent)","Black alone (percent)","Hispanic alone (percent)","White alone (percent)","Non-white (percent)"
"2014-18","UHF 42","308","4","3","Manhattan","Greenwich Village - SoHo","Greenwich Village - SoHo  Manhattan","82,858","18.5","2.4","6.4","69.0","31.0"
"2014-18","UHF 42","309","4","3","Manhattan","Union Square - Lower East Side","Union Square - Lower East Side  Manhattan","187,600","24.3","7.0","20.9","45.1","54.9"
"2014-18","UHF 42","310","4","3","Manhattan","Lower Manhattan","Lower Manhattan  Manhattan","60,156","22.6","3.9","10.3","59.6","40.4"
"2014-18","UHF 42","401","4","4","Queens","Long Island City - Astoria","Long Island City - Astoria  Queens","204,828","17.8","5.5","26.0","47.6","52.4"
"2014-18","UHF 42","402","4","4","Queens","West Queens","West Queens  Queens","458,568","25.6","5.3","51.9","15.4","84.6"
"2014-18","UHF 42","403","4","4","Queens","Flushing - Clearview","Flushing - Clearview  Queens","256,128","51.8","1.9","17.4","26.7","73.3"
"2014-18","UHF 42","404","4","4","Queens","Bayside - Little Neck","Bayside - Little Neck  Queens","89,725","45.2","2.2","10.7","39.8","60.2"
"2014-18","UHF 42","405","4","4","Queens","Ridgewood - Forest Hills","Ridgewood - Forest Hills  Queens","260,709","17.4","2.1","28.1","49.7","50.3"
"2014-18","UHF 42","406","4","4","Queens","Fresh Meadows","Fresh Meadows  Queens","101,457","36.8","7.0","17.4","36.0","64.0"
"2014-18","UHF 42","407","4","4","Queens","Southwest Queens","Southwest Queens  Queens","285,269","25.0","9.6","34.5","19.7","80.3"
"2014-18","UHF 42","408","4","4","Queens","Jamaica","Jamaica  Queens","312,762","18.1","50.6","17.5","6.3","93.7"
"2014-18","UHF 42","409","4","4","Queens","Southeast Queens","Southeast Queens  Queens","318,444","18.2","43.1","13.7","20.1","79.9"
"2014-18","UHF 42","410","4","4","Queens","Rockaways","Rockaways  Queens","125,898","3.8","35.8","23.9","34.2","65.8"
"2014-18","UHF 42","501","4","5","Staten Island","Port Richmond","Port Richmond  Staten Island","67,413","7.1","24.4","37.0","29.6","70.4"
"2014-18","UHF 42","502","4","5","Staten Island","Stapleton - St. George","Stapleton - St. George  Staten Island","122,095","9.5","17.3","22.0","47.8","52.2"
"2014-18","UHF 42","503","4","5","Staten Island","Willowbrook","Willowbrook  Staten Island","90,761","16.4","3.7","15.1","62.5","37.5"
"2014-18","UHF 42","504","4","5","Staten Island","South Beach - Tottenville","South Beach - Tottenville  Staten Island","193,832","4.9","1.5","11.1","81.2","18.8"
"2013-17","Citywide","1","0","-","-","New York City","New York City","8,560,072","13.9","22.0","29.1","32.1","67.9"
"2013-17","Borough","1","1","1","Bronx","Bronx","Bronx","1,455,846","3.6","29.4","55.7","9.5","90.5"
"2013-17","Borough","2","1","2","Brooklyn","Brooklyn","Brooklyn","2,635,121","11.8","30.6","19.3","36.0","64.0"
"2013-17","Borough","3","1","3","Manhattan","Manhattan","Manhattan","1,653,877","11.9","12.5","26.1","46.8","53.2"
"2013-17","Borough","4","1","4","Queens","Queens","Queens","2,339,280","25.1","17.2","28.0","25.4","74.6"
"2013-17","Borough","5","1","5","Staten Island","Staten Island","Staten Island","475,948","8.4","9.4","18.2","62.1","37.9"
"2013-17","UHF 42","101","4","1","Bronx","Kingsbridge - Riverdale","Kingsbridge - Riverdale  Bronx","94,903","4.1","11.1","43.7","38.5","61.5"
"2013-17","UHF 42","102","4","1","Bronx","Northeast Bronx","Northeast Bronx  Bronx","205,410","3.8","57.9","26.3","9.4","90.6"
"2013-17","UHF 42","103","4","1","Bronx","Fordham - Bronx Pk","Fordham - Bronx Pk  Bronx","265,532","4.1","22.5","64.1","7.4","92.6"
"2013-17","UHF 42","104","4","1","Bronx","Pelham - Throgs Neck","Pelham - Throgs Neck  Bronx","310,450","7.3","21.0","52.3","17.1","82.9"
"2013-17","UHF 42","105","4","1","Bronx","Crotona -Tremont","Crotona -Tremont  Bronx","218,672","1.4","28.1","67.6","1.6","98.4"
"2013-17","UHF 42","106","4","1","Bronx","High Bridge - Morrisania","High Bridge - Morrisania  Bronx","220,890","1.4","32.3","63.0","1.6","98.4"
"2013-17","UHF 42","107","4","1","Bronx","Hunts Point - Mott Haven","Hunts Point - Mott Haven  Bronx","142,715","0.6","26.7","70.0","1.6","98.4"
"2013-17","UHF 42","201","4","2","Brooklyn","Greenpoint","Greenpoint  Brooklyn","138,405","5.8","4.0","21.6","66.1","33.9"
"2013-17","UHF 42","202","4","2","Brooklyn","Downtown - Heights - Slope","Downtown - Heights - Slope  Brooklyn","255,437","8.2","14.0","16.9","56.6","43.4"
"2013-17","UHF 42","203","4","2","Brooklyn","Bedford Stuyvesant - Crown Heights","Bedford Stuyvesant - Crown Heights  Brooklyn","337,124","2.9","64.3","13.9","16.3","83.7"
"2013-17","UHF 42","204","4","2","Brooklyn","East New York","East New York  Brooklyn","191,725","3.9","54.3","36.5","3.1","96.9"
"2013-17","UHF 42","205","4","2","Brooklyn","Sunset Park","Sunset Park  Brooklyn","129,404","36.5","2.3","44.3","15.2","84.8"
"2013-17","UHF 42","206","4","2","Brooklyn","Borough Park","Borough Park  Brooklyn","341,252","22.2","4.2","12.8","58.8","41.2"
"2013-17","UHF 42","207","4","2","Brooklyn","East Flatbush - Flatbush","East Flatbush - Flatbush  Brooklyn","307,059","3.0","68.3","10.9","15.4","84.6"
"2013-17","UHF 42","208","4","2","Brooklyn","Canarsie - Flatlands","Canarsie - Flatlands  Brooklyn","211,087","4.2","64.3","8.9","20.9","79.1"
"2013-17","UHF 42","209","4","2","Brooklyn","Bensonhurst - Bay Ridge","Bensonhurst - Bay Ridge  Brooklyn","206,909","28.4","1.4","14.5","54.0","46.0"
"2013-17","UHF 42","210","4","2","Brooklyn","Coney Island - Sheepshead Bay","Coney Island - Sheepshead Bay  Brooklyn","292,097","18.0","6.5","12.7","60.6","39.4"
"2013-17","UHF 42","211","4","2","Brooklyn","Williamsburg - Bushwick","Williamsburg - Bushwick  Brooklyn","224,622","5.8","26.1","43.8","22.4","77.6"
"2013-17","UHF 42","301","4","3","Manhattan","Washington Heights","Washington Heights  Manhattan","276,566","3.0","11.4","64.9","18.5","81.5"
"2013-17","UHF 42","302","4","3","Manhattan","Central Harlem - Morningside Heights","Central Harlem - Morningside Heights  Manhattan","184,020","5.4","50.0","24.7","17.0","83.0"
"2013-17","UHF 42","303","4","3","Manhattan","East Harlem","East Harlem  Manhattan","116,232","8.0","28.4","47.6","13.9","86.1"
"2013-17","UHF 42","304","4","3","Manhattan","Upper West Side","Upper West Side  Manhattan","219,603","9.6","5.9","16.3","65.4","34.6"
"2013-17","UHF 42","305","4","3","Manhattan","Upper East Side","Upper East Side  Manhattan","223,469","9.9","2.5","9.5","75.4","24.6"
"2013-17","UHF 42","306","4","3","Manhattan","Chelsea - Clinton","Chelsea - Clinton  Manhattan","152,837","16.4","6.1","14.8","59.8","40.2"
"2013-17","UHF 42","307","4","3","Manhattan","Gramercy Park - Murray Hill","Gramercy Park - Murray Hill  Manhattan","131,762","16.6","3.1","9.2","67.8","32.2"
"2013-17","UHF 42","308","4","3","Manhattan","Greenwich Village - SoHo","Greenwich Village - SoHo  Manhattan","85,940","18.9","2.6","6.3","68.4","31.6"
"2013-17","UHF 42","309","4","3","Manhattan","Union Square - Lower East Side","Union Square - Lower East Side  Manhattan","193,101","25.2","6.0","21.4","44.7","55.3"
"2013-17","UHF 42","310","4","3","Manhattan","Lower Manhattan","Lower Manhattan  Manhattan","60,206","23.3","4.3","9.3","59.6","40.4"
"2013-17","UHF 42","401","4","4","Queens","Long Island City - Astoria","Long Island City - Astoria  Queens","209,037","17.8","5.7","26.4","47.2","52.8"
"2013-17","UHF 42","402","4","4","Queens","West Queens","West Queens  Queens","471,944","26.5","5.5","51.3","15.0","85.0"
"2013-17","UHF 42","403","4","4","Queens","Flushing - Clearview","Flushing - Clearview  Queens","262,378","51.5","2.0","16.9","27.3","72.7"
"2013-17","UHF 42","404","4","4","Queens","Bayside - Little Neck","Bayside - Little Neck  Queens","90,823","43.6","2.2","11.7","40.5","59.5"
"2013-17","UHF 42","405","4","4","Queens","Ridgewood - Forest Hills","Ridgewood - Forest Hills  Queens","260,599","17.3","2.0","28.1","50.3","49.7"
"2013-17","UHF 42","406","4","4","Queens","Fresh Meadows","Fresh Meadows  Queens","103,369","37.0","6.7","16.7","36.5","63.5"
"2013-17","UHF 42","407","4","4","Queens","Southwest Queens","Southwest Queens  Queens","293,717","24.7","9.9","34.4","19.8","80.2"
"2013-17","UHF 42","408","4","4","Queens","Jamaica","Jamaica  Queens","319,384","18.0","50.2","18.1","6.4","93.6"
"2013-17","UHF 42","409","4","4","Queens","Southeast Queens","Southeast Queens  Queens","321,367","17.9","43.1","13.3","20.6","79.4"
"2013-17","UHF 42","410","4","4","Queens","Rockaways","Rockaways  Queens","123,012","3.5","35.1","24.4","35.1","64.9"
"2013-17","UHF 42","501","4","5","Staten Island","Port Richmond","Port Richmond  Staten Island","68,051","6.6","24.3","36.0","30.6","69.4"
"2013-17","UHF 42","502","4","5","Staten Island","Stapleton - St. George","Stapleton - St. George  Staten Island","123,646","9.1","17.5","22.6","47.3","52.7"
"2013-17","UHF 42","503","4","5","Staten Island","Willowbrook","Willowbrook  Staten Island","89,960","15.5","4.1","14.2","64.3","35.7"
"2013-17","UHF 42","504","4","5","Staten Island","South Beach - Tottenville","South Beach - Tottenville  Staten Island","194,291","5.1","1.3","11.0","81.5","18.5"
"2012-16","Citywide","1","0","-","-","New York City","New York City","8,461,961","13.6","22.2","29.0","32.3","67.7"
"2012-16","Borough","1","1","1","Bronx","Bronx","Bronx","1,436,785","3.6","29.5","55.4","9.6","90.4"
"2012-16","Borough","2","1","2","Brooklyn","Brooklyn","Brooklyn","2,606,852","11.6","30.9","19.4","35.8","64.2"
"2012-16","Borough","3","1","3","Manhattan","Manhattan","Manhattan","1,634,989","11.7","12.6","25.9","47.1","52.9"
"2012-16","Borough","4","1","4","Queens","Queens","Queens","2,310,011","24.6","17.3","28.0","25.6","74.4"
"2012-16","Borough","5","1","5","Staten Island","Staten Island","Staten Island","473,324","7.9","9.4","18.0","62.6","37.4"
"2012-16","UHF 42","101","4","1","Bronx","Kingsbridge - Riverdale","Kingsbridge - Riverdale  Bronx","93,258","4.8","10.9","43.8","38.2","61.8"
"2012-16","UHF 42","102","4","1","Bronx","Northeast Bronx","Northeast Bronx  Bronx","202,632","3.3","58.6","25.5","10.0","90.0"
"2012-16","UHF 42","103","4","1","Bronx","Fordham - Bronx Pk","Fordham - Bronx Pk  Bronx","260,280","4.4","23.0","63.0","7.6","92.4"
"2012-16","UHF 42","104","4","1","Bronx","Pelham - Throgs Neck","Pelham - Throgs Neck  Bronx","309,020","7.1","20.7","52.6","17.3","82.7"
"2012-16","UHF 42","105","4","1","Bronx","Crotona -Tremont","Crotona -Tremont  Bronx","214,792","1.4","28.0","67.8","1.7","98.3"
"2012-16","UHF 42","106","4","1","Bronx","High Bridge - Morrisania","High Bridge - Morrisania  Bronx","216,289","1.3","33.0","62.4","1.6","98.4"
"2012-16","UHF 42","107","4","1","Bronx","Hunts Point - Mott Haven","Hunts Point - Mott Haven  Bronx","142,482","0.8","25.9","70.8","1.3","98.7"
"2012-16","UHF 42","201","4","2","Brooklyn","Greenpoint","Greenpoint  Brooklyn","135,659","5.5","3.6","21.8","66.8","33.2"
"2012-16","UHF 42","202","4","2","Brooklyn","Downtown - Heights - Slope","Downtown - Heights - Slope  Brooklyn","249,816","7.9","13.5","17.3","57.1","42.9"
"2012-16","UHF 42","203","4","2","Brooklyn","Bedford Stuyvesant - Crown Heights","Bedford Stuyvesant - Crown Heights  Brooklyn","333,870","2.9","65.9","13.6","15.2","84.8"
"2012-16","UHF 42","204","4","2","Brooklyn","East New York","East New York  Brooklyn","188,966","3.7","54.4","37.0","2.8","97.2"
"2012-16","UHF 42","205","4","2","Brooklyn","Sunset Park","Sunset Park  Brooklyn","130,393","36.3","2.3","44.8","15.0","85.0"
"2012-16","UHF 42","206","4","2","Brooklyn","Borough Park","Borough Park  Brooklyn","339,383","22.0","4.2","12.5","59.4","40.6"
"2012-16","UHF 42","207","4","2","Brooklyn","East Flatbush - Flatbush","East Flatbush - Flatbush  Brooklyn","306,465","2.8","69.5","10.9","14.3","85.7"
"2012-16","UHF 42","208","4","2","Brooklyn","Canarsie - Flatlands","Canarsie - Flatlands  Brooklyn","208,063","4.0","64.7","8.6","21.1","78.9"
"2012-16","UHF 42","209","4","2","Brooklyn","Bensonhurst - Bay Ridge","Bensonhurst - Bay Ridge  Brooklyn","205,714","28.0","1.2","14.4","54.8","45.2"
"2012-16","UHF 42","210","4","2","Brooklyn","Coney Island - Sheepshead Bay","Coney Island - Sheepshead Bay  Brooklyn","284,325","17.2","6.2","12.0","62.5","37.5"
"2012-16","UHF 42","211","4","2","Brooklyn","Williamsburg - Bushwick","Williamsburg - Bushwick  Brooklyn","224,198","5.7","26.8","45.5","20.4","79.6"
"2012-16","UHF 42","301","4","3","Manhattan","Washington Heights","Washington Heights  Manhattan","272,304","2.9","11.7","65.6","17.6","82.4"
"2012-16","UHF 42","302","4","3","Manhattan","Central Harlem - Morningside Heights","Central Harlem - Morningside Heights  Manhattan","180,601","5.4","50.6","24.8","16.0","84.0"
"2012-16","UHF 42","303","4","3","Manhattan","East Harlem","East Harlem  Manhattan","113,598","7.5","28.3","46.6","15.1","84.9"
"2012-16","UHF 42","304","4","3","Manhattan","Upper West Side","Upper West Side  Manhattan","218,771","9.2","6.0","15.8","66.3","33.7"
"2012-16","UHF 42","305","4","3","Manhattan","Upper East Side","Upper East Side  Manhattan","222,810","9.4","2.9","9.0","75.8","24.2"
"2012-16","UHF 42","306","4","3","Manhattan","Chelsea - Clinton","Chelsea - Clinton  Manhattan","148,912","16.1","5.5","14.3","61.2","38.8"
"2012-16","UHF 42","307","4","3","Manhattan","Gramercy Park - Murray Hill","Gramercy Park - Murray Hill  Manhattan","130,093","16.6","3.2","8.8","68.5","31.5"
"2012-16","UHF 42","308","4","3","Manhattan","Greenwich Village - SoHo","Greenwich Village - SoHo  Manhattan","84,211","17.4","2.6","6.7","69.5","30.5"
"2012-16","UHF 42","309","4","3","Manhattan","Union Square - Lower East Side","Union Square - Lower East Side  Manhattan","194,662","24.9","6.4","20.8","45.0","55.0"
"2012-16","UHF 42","310","4","3","Manhattan","Lower Manhattan","Lower Manhattan  Manhattan","59,551","24.0","3.8","11.5","57.6","42.4"
"2012-16","UHF 42","401","4","4","Queens","Long Island City - Astoria","Long Island City - Astoria  Queens","206,888","17.3","5.3","26.8","47.7","52.3"
"2012-16","UHF 42","402","4","4","Queens","West Queens","West Queens  Queens","470,128","26.1","5.7","51.7","14.8","85.2"
"2012-16","UHF 42","403","4","4","Queens","Flushing - Clearview","Flushing - Clearview  Queens","261,013","51.0","2.0","17.1","27.2","72.8"
"2012-16","UHF 42","404","4","4","Queens","Bayside - Little Neck","Bayside - Little Neck  Queens","90,165","42.9","2.1","11.6","41.0","59.0"
"2012-16","UHF 42","405","4","4","Queens","Ridgewood - Forest Hills","Ridgewood - Forest Hills  Queens","253,771","16.3","2.1","27.5","52.1","47.9"
"2012-16","UHF 42","406","4","4","Queens","Fresh Meadows","Fresh Meadows  Queens","101,322","35.7","6.4","16.3","38.3","61.7"
"2012-16","UHF 42","407","4","4","Queens","Southwest Queens","Southwest Queens  Queens","291,881","23.8","10.2","34.2","19.7","80.3"
"2012-16","UHF 42","408","4","4","Queens","Jamaica","Jamaica  Queens","313,235","17.3","50.9","18.2","6.5","93.5"
"2012-16","UHF 42","409","4","4","Queens","Southeast Queens","Southeast Queens  Queens","315,973","17.7","43.3","12.6","21.5","78.5"
"2012-16","UHF 42","410","4","4","Queens","Rockaways","Rockaways  Queens","121,517","3.9","35.3","23.5","35.0","65.0"
"2012-16","UHF 42","501","4","5","Staten Island","Port Richmond","Port Richmond  Staten Island","66,570","7.1","25.0","35.5","30.0","70.0"
"2012-16","UHF 42","502","4","5","Staten Island","Stapleton - St. George","Stapleton - St. George  Staten Island","123,106","8.8","18.0","22.8","47.2","52.8"
"2012-16","UHF 42","503","4","5","Staten Island","Willowbrook","Willowbrook  Staten Island","88,585","13.9","4.1","14.3","65.4","34.6"
"2012-16","UHF 42","504","4","5","Staten Island","South Beach - Tottenville","South Beach - Tottenville  Staten Island","195,063","5.0","1.1","10.6","82.2","17.8"
"2011-15","Citywide","1","0","-","-","New York City","New York City","8,426,743","13.4","22.4","28.9","32.5","67.5"
"2011-15","Borough","1","1","1","Bronx","Bronx","Bronx","1,428,357","3.6","29.6","54.6","10.3","89.7"
"2011-15","Borough","2","1","2","Brooklyn","Brooklyn","Brooklyn","2,595,259","11.4","31.2","19.6","35.7","64.3"
"2011-15","Borough","3","1","3","Manhattan","Manhattan","Manhattan","1,629,507","11.6","12.7","25.8","47.1","52.9"
"2011-15","Borough","4","1","4","Queens","Queens","Queens","2,301,139","24.2","17.4","27.9","26.1","73.9"
"2011-15","Borough","5","1","5","Staten Island","Staten Island","Staten Island","472,481","8.0","9.6","17.8","62.8","37.2"
"2011-15","UHF 42","101","4","1","Bronx","Kingsbridge - Riverdale","Kingsbridge - Riverdale  Bronx","93,708","4.5","11.0","42.6","39.6","60.4"
"2011-15","UHF 42","102","4","1","Bronx","Northeast Bronx","Northeast Bronx  Bronx","202,651","2.9","57.9","25.8","11.0","89.0"
"2011-15","UHF 42","103","4","1","Bronx","Fordham - Bronx Pk","Fordham - Bronx Pk  Bronx","254,745","4.9","24.1","60.6","8.4","91.6"
"2011-15","UHF 42","104","4","1","Bronx","Pelham - Throgs Neck","Pelham - Throgs Neck  Bronx","308,892","7.1","20.8","51.2","18.6","81.4"
"2011-15","UHF 42","105","4","1","Bronx","Crotona -Tremont","Crotona -Tremont  Bronx","213,356","1.4","27.7","68.0","1.8","98.2"
"2011-15","UHF 42","106","4","1","Bronx","High Bridge - Morrisania","High Bridge - Morrisania  Bronx","215,615","1.2","33.6","61.9","1.6","98.4"
"2011-15","UHF 42","107","4","1","Bronx","Hunts Point - Mott Haven","Hunts Point - Mott Haven  Bronx","141,085","0.8","24.8","71.9","1.4","98.6"
"2011-15","UHF 42","201","4","2","Brooklyn","Greenpoint","Greenpoint  Brooklyn","132,935","5.1","3.6","21.4","67.6","32.4"
"2011-15","UHF 42","202","4","2","Brooklyn","Downtown - Heights - Slope","Downtown - Heights - Slope  Brooklyn","246,166","7.7","13.5","18.4","56.6","43.4"
"2011-15","UHF 42","203","4","2","Brooklyn","Bedford Stuyvesant - Crown Heights","Bedford Stuyvesant - Crown Heights  Brooklyn","331,606","2.6","67.5","13.5","14.0","86.0"
"2011-15","UHF 42","204","4","2","Brooklyn","East New York","East New York  Brooklyn","188,504","3.3","54.6","37.2","2.8","97.2"
"2011-15","UHF 42","205","4","2","Brooklyn","Sunset Park","Sunset Park  Brooklyn","131,541","35.8","2.2","45.5","14.9","85.1"
"2011-15","UHF 42","206","4","2","Brooklyn","Borough Park","Borough Park  Brooklyn","342,436","21.3","4.1","12.9","59.8","40.2"
"2011-15","UHF 42","207","4","2","Brooklyn","East Flatbush - Flatbush","East Flatbush - Flatbush  Brooklyn","302,525","2.9","70.7","10.4","13.5","86.5"
"2011-15","UHF 42","208","4","2","Brooklyn","Canarsie - Flatlands","Canarsie - Flatlands  Brooklyn","207,112","3.9","64.3","8.8","21.4","78.6"
"2011-15","UHF 42","209","4","2","Brooklyn","Bensonhurst - Bay Ridge","Bensonhurst - Bay Ridge  Brooklyn","209,288","27.3","1.3","14.2","55.8","44.2"
"2011-15","UHF 42","210","4","2","Brooklyn","Coney Island - Sheepshead Bay","Coney Island - Sheepshead Bay  Brooklyn","280,786","17.6","6.3","11.4","63.2","36.8"
"2011-15","UHF 42","211","4","2","Brooklyn","Williamsburg - Bushwick","Williamsburg - Bushwick  Brooklyn","222,360","5.1","27.0","47.2","19.0","81.0"
"2011-15","UHF 42","301","4","3","Manhattan","Washington Heights","Washington Heights  Manhattan","269,556","2.9","11.7","66.5","16.8","83.2"
"2011-15","UHF 42","302","4","3","Manhattan","Central Harlem - Morningside Heights","Central Harlem - Morningside Heights  Manhattan","177,406","5.4","52.0","23.9","15.7","84.3"
"2011-15","UHF 42","303","4","3","Manhattan","East Harlem","East Harlem  Manhattan","113,171","7.6","28.4","47.8","13.8","86.2"
"2011-15","UHF 42","304","4","3","Manhattan","Upper West Side","Upper West Side  Manhattan","220,571","8.8","6.3","15.8","66.4","33.6"
"2011-15","UHF 42","305","4","3","Manhattan","Upper East Side","Upper East Side  Manhattan","221,448","8.9","2.9","8.0","77.6","22.4"
"2011-15","UHF 42","306","4","3","Manhattan","Chelsea - Clinton","Chelsea - Clinton  Manhattan","149,683","15.5","5.5","14.6","61.5","38.5"
"2011-15","UHF 42","307","4","3","Manhattan","Gramercy Park - Murray Hill","Gramercy Park - Murray Hill  Manhattan","129,167","16.0","3.3","8.4","69.8","30.2"
"2011-15","UHF 42","308","4","3","Manhattan","Greenwich Village - SoHo","Greenwich Village - SoHo  Manhattan","82,305","17.8","2.5","6.7","68.8","31.2"
"2011-15","UHF 42","309","4","3","Manhattan","Union Square - Lower East Side","Union Square - Lower East Side  Manhattan","198,713","25.9","6.4","20.6","43.9","56.1"
"2011-15","UHF 42","310","4","3","Manhattan","Lower Manhattan","Lower Manhattan  Manhattan","58,084","23.0","3.9","10.9","58.5","41.5"
"2011-15","UHF 42","401","4","4","Queens","Long Island City - Astoria","Long Island City - Astoria  Queens","207,808","16.7","5.5","27.1","48.0","52.0"
"2011-15","UHF 42","402","4","4","Queens","West Queens","West Queens  Queens","472,896","25.7","5.9","51.8","14.9","85.1"
"2011-15","UHF 42","403","4","4","Queens","Flushing - Clearview","Flushing - Clearview  Queens","261,157","50.2","1.9","16.6","28.6","71.4"
"2011-15","UHF 42","404","4","4","Queens","Bayside - Little Neck","Bayside - Little Neck  Queens","90,957","42.0","1.9","11.4","42.0","58.0"
"2011-15","UHF 42","405","4","4","Queens","Ridgewood - Forest Hills","Ridgewood - Forest Hills  Queens","251,807","15.9","2.1","27.2","52.8","47.2"
"2011-15","UHF 42","406","4","4","Queens","Fresh Meadows","Fresh Meadows  Queens","100,900","36.0","7.1","16.0","38.1","61.9"
"2011-15","UHF 42","407","4","4","Queens","Southwest Queens","Southwest Queens  Queens","289,601","23.2","10.9","33.6","20.3","79.7"
"2011-15","UHF 42","408","4","4","Queens","Jamaica","Jamaica  Queens","308,284","16.9","51.3","18.3","6.7","93.3"
"2011-15","UHF 42","409","4","4","Queens","Southeast Queens","Southeast Queens  Queens","314,645","17.2","43.1","12.9","22.0","78.0"
"2011-15","UHF 42","410","4","4","Queens","Rockaways","Rockaways  Queens","118,917","3.6","35.7","23.9","34.7","65.3"
"2011-15","UHF 42","501","4","5","Staten Island","Port Richmond","Port Richmond  Staten Island","66,613","6.9","26.4","34.7","29.8","70.2"
"2011-15","UHF 42","502","4","5","Staten Island","Stapleton - St. George","Stapleton - St. George  Staten Island","123,248","9.0","17.7","22.8","47.6","52.4"
"2011-15","UHF 42","503","4","5","Staten Island","Willowbrook","Willowbrook  Staten Island","87,600","13.7","4.3","13.7","66.5","33.5"
"2011-15","UHF 42","504","4","5","Staten Island","South Beach - Tottenville","South Beach - Tottenville  Staten Island","195,020","5.1","1.1","10.8","82.1","17.9"
"2010-14","Citywide","1","0","-","-","New York City","New York City","8,354,889","13.2","22.6","28.8","32.7","67.3"
"2010-14","Borough","1","1","1","Bronx","Bronx","Bronx","1,413,566","3.5","29.8","54.3","10.5","89.5"
"2010-14","Borough","2","1","2","Brooklyn","Brooklyn","Brooklyn","2,570,801","11.1","31.6","19.7","35.7","64.3"
"2010-14","Borough","3","1","3","Manhattan","Manhattan","Manhattan","1,618,398","11.3","12.8","25.7","47.4","52.6"
"2010-14","Borough","4","1","4","Queens","Queens","Queens","2,280,602","23.8","17.5","27.8","26.5","73.5"
"2010-14","Borough","5","1","5","Staten Island","Staten Island","Staten Island","471,522","7.9","9.6","17.7","63.2","36.8"
"2010-14","UHF 42","101","4","1","Bronx","Kingsbridge - Riverdale","Kingsbridge - Riverdale  Bronx","93,173","4.7","11.2","42.7","39.4","60.6"
"2010-14","UHF 42","102","4","1","Bronx","Northeast Bronx","Northeast Bronx  Bronx","201,360","2.8","58.2","25.6","11.1","88.9"
"2010-14","UHF 42","103","4","1","Bronx","Fordham - Bronx Pk","Fordham - Bronx Pk  Bronx","248,210","4.9","24.7","60.4","8.3","91.7"
"2010-14","UHF 42","104","4","1","Bronx","Pelham - Throgs Neck","Pelham - Throgs Neck  Bronx","309,048","6.8","21.0","50.2","19.5","80.5"
"2010-14","UHF 42","105","4","1","Bronx","Crotona -Tremont","Crotona -Tremont  Bronx","208,693","1.4","27.7","67.9","1.7","98.3"
"2010-14","UHF 42","106","4","1","Bronx","High Bridge - Morrisania","High Bridge - Morrisania  Bronx","214,807","1.1","33.9","61.9","1.4","98.6"
"2010-14","UHF 42","107","4","1","Bronx","Hunts Point - Mott Haven","Hunts Point - Mott Haven  Bronx","139,194","0.7","24.8","72.1","1.4","98.6"
"2010-14","UHF 42","201","4","2","Brooklyn","Greenpoint","Greenpoint  Brooklyn","129,261","4.6","3.2","22.4","67.6","32.4"
"2010-14","UHF 42","202","4","2","Brooklyn","Downtown - Heights - Slope","Downtown - Heights - Slope  Brooklyn","243,136","7.5","13.9","18.9","56.1","43.9"
"2010-14","UHF 42","203","4","2","Brooklyn","Bedford Stuyvesant - Crown Heights","Bedford Stuyvesant - Crown Heights  Brooklyn","326,543","2.6","69.3","12.8","13.2","86.8"
