"TimePeriod","GeoTypeDesc","GeoID","GeoRank","BoroID","Borough","Geography","Area","Total population","Asian alone (percent)","Black alone (percent)","Hispanic alone (percent)","White alone (percent)","Non-white (percent)"
"2010-14","UHF 42","204","4","2","Brooklyn","East New York","East New York  Brooklyn","185,727","2.8","55.2","37.5","3.0","97.0"
"2010-14","UHF 42","205","4","2","Brooklyn","Sunset Park","Sunset Park  Brooklyn","131,167","35.3","2.2","45.1","15.7","84.3"
"2010-14","UHF 42","206","4","2","Brooklyn","Borough Park","Borough Park  Brooklyn","341,264","21.4","3.9","13.0","60.1","39.9"
"2010-14","UHF 42","207","4","2","Brooklyn","East Flatbush - Flatbush","East Flatbush - Flatbush  Brooklyn","301,965","2.7","72.0","10.3","12.8","87.2"
"2010-14","UHF 42","208","4","2","Brooklyn","Canarsie - Flatlands","Canarsie - Flatlands  Brooklyn","206,267","3.8","63.4","8.8","22.4","77.6"
"2010-14","UHF 42","209","4","2","Brooklyn","Bensonhurst - Bay Ridge","Bensonhurst - Bay Ridge  Brooklyn","206,938","25.9","1.1","13.6","57.6","42.4"
"2010-14","UHF 42","210","4","2","Brooklyn","Coney Island - Sheepshead Bay","Coney Island - Sheepshead Bay  Brooklyn","276,322","17.3","6.3","10.7","64.2","35.8"
"2010-14","UHF 42","211","4","2","Brooklyn","Williamsburg - Bushwick","Williamsburg - Bushwick  Brooklyn","222,211","4.7","27.8","49.3","16.9","83.1"
"2010-14","UHF 42","301","4","3","Manhattan","Washington Heights","Washington Heights  Manhattan","266,451","2.5","12.1","66.6","16.6","83.4"
"2010-14","UHF 42","302","4","3","Manhattan","Central Harlem - Morningside Heights","Central Harlem - Morningside Heights  Manhattan","174,952","5.3","52.4","23.8","15.4","84.6"
"2010-14","UHF 42","303","4","3","Manhattan","East Harlem","East Harlem  Manhattan","112,617","7.3","29.2","47.4","13.8","86.2"
"2010-14","UHF 42","304","4","3","Manhattan","Upper West Side","Upper West Side  Manhattan","222,907","8.8","6.3","15.6","66.7","33.3"
"2010-14","UHF 42","305","4","3","Manhattan","Upper East Side","Upper East Side  Manhattan","220,198","9.2","2.9","7.9","77.7","22.3"
"2010-14","UHF 42","306","4","3","Manhattan","Chelsea - Clinton","Chelsea - Clinton  Manhattan","146,650","14.7","5.4","14.4","62.4","37.6"
"2010-14","UHF 42","307","4","3","Manhattan","Gramercy Park - Murray Hill","Gramercy Park - Murray Hill  Manhattan","126,797","15.3","3.6","8.8","69.5","30.5"
"2010-14","UHF 42","308","4","3","Manhattan","Greenwich Village - SoHo","Greenwich Village - SoHo  Manhattan","83,618","17.2","2.4","6.5","70.2","29.8"
"2010-14","UHF 42","309","4","3","Manhattan","Union Square - Lower East Side","Union Square - Lower East Side  Manhattan","198,768","25.9","5.7","20.4","44.8","55.2"
"2010-14","UHF 42","310","4","3","Manhattan","Lower Manhattan","Lower Manhattan  Manhattan","56,009","23.0","3.8","11.9","57.7","42.3"
"2010-14","UHF 42","401","4","4","Queens","Long Island City - Astoria","Long Island City - Astoria  Queens","204,942","16.0","5.8","27.7","47.9","52.1"
"2010-14","UHF 42","402","4","4","Queens","West Queens","West Queens  Queens","470,226","25.8","6.0","51.2","15.1","84.9"
"2010-14","UHF 42","403","4","4","Queens","Flushing - Clearview","Flushing - Clearview  Queens","262,170","49.3","1.8","16.5","29.8","70.2"
"2010-14","UHF 42","404","4","4","Queens","Bayside - Little Neck","Bayside - Little Neck  Queens","90,776","41.7","1.9","11.6","41.9","58.1"
"2010-14","UHF 42","405","4","4","Queens","Ridgewood - Forest Hills","Ridgewood - Forest Hills  Queens","247,301","15.6","1.9","27.4","53.4","46.6"
"2010-14","UHF 42","406","4","4","Queens","Fresh Meadows","Fresh Meadows  Queens","97,866","34.7","6.7","16.0","39.7","60.3"
"2010-14","UHF 42","407","4","4","Queens","Southwest Queens","Southwest Queens  Queens","283,319","22.8","10.9","32.7","20.9","79.1"
"2010-14","UHF 42","408","4","4","Queens","Jamaica","Jamaica  Queens","308,623","16.3","51.4","19.7","6.6","93.4"
"2010-14","UHF 42","409","4","4","Queens","Southeast Queens","Southeast Queens  Queens","313,260","17.1","43.8","12.3","22.3","77.7"
"2010-14","UHF 42","410","4","4","Queens","Rockaways","Rockaways  Queens","117,470","3.1","35.9","22.8","35.8","64.2"
"2010-14","UHF 42","501","4","5","Staten Island","Port Richmond","Port Richmond  Staten Island","67,110","6.5","26.5","35.0","30.0","70.0"
"2010-14","UHF 42","502","4","5","Staten Island","Stapleton - St. George","Stapleton - St. George  Staten Island","122,702","9.2","17.2","23.1","47.7","52.3"
"2010-14","UHF 42","503","4","5","Staten Island","Willowbrook","Willowbrook  Staten Island","87,524","14.0","4.1","12.5","67.8","32.2"
"2010-14","UHF 42","504","4","5","Staten Island","South Beach - Tottenville","South Beach - Tottenville  Staten Island","194,186","4.7","1.4","10.6","82.5","17.5"
"2009-13","Citywide","1","0","-","-","New York City","New York City","8,268,999","12.9","22.7","28.7","33.1","66.9"
"2009-13","Borough","1","1","1","Bronx","Bronx","Bronx","1,397,315","3.5","30.0","53.9","10.7","89.3"
"2009-13","Borough","2","1","2","Brooklyn","Brooklyn","Brooklyn","2,539,789","10.8","31.9","19.7","35.8","64.2"
"2009-13","Borough","3","1","3","Manhattan","Manhattan","Manhattan","1,605,272","11.2","12.9","25.6","47.7","52.3"
"2009-13","Borough","4","1","4","Queens","Queens","Queens","2,256,400","23.5","17.6","27.7","27.1","72.9"
"2009-13","Borough","5","1","5","Staten Island","Staten Island","Staten Island","470,223","7.8","9.7","17.4","63.7","36.3"
"2009-13","UHF 42","101","4","1","Bronx","Kingsbridge - Riverdale","Kingsbridge - Riverdale  Bronx","92,450","4.6","10.6","42.5","40.0","60.0"
"2009-13","UHF 42","102","4","1","Bronx","Northeast Bronx","Northeast Bronx  Bronx","200,533","2.6","59.2","24.9","11.3","88.7"
"2009-13","UHF 42","103","4","1","Bronx","Fordham - Bronx Pk","Fordham - Bronx Pk  Bronx","245,435","4.6","26.1","58.9","8.6","91.4"
"2009-13","UHF 42","104","4","1","Bronx","Pelham - Throgs Neck","Pelham - Throgs Neck  Bronx","305,767","7.0","20.5","50.4","19.7","80.3"
"2009-13","UHF 42","105","4","1","Bronx","Crotona -Tremont","Crotona -Tremont  Bronx","206,159","1.6","27.3","67.9","1.7","98.3"
"2009-13","UHF 42","106","4","1","Bronx","High Bridge - Morrisania","High Bridge - Morrisania  Bronx","209,723","1.3","33.8","62.0","1.4","98.6"
"2009-13","UHF 42","107","4","1","Bronx","Hunts Point - Mott Haven","Hunts Point - Mott Haven  Bronx","137,161","0.5","24.5","72.2","1.8","98.2"
"2009-13","UHF 42","201","4","2","Brooklyn","Greenpoint","Greenpoint  Brooklyn","127,457","4.1","2.7","23.3","68.0","32.0"
"2009-13","UHF 42","202","4","2","Brooklyn","Downtown - Heights - Slope","Downtown - Heights - Slope  Brooklyn","239,485","7.0","14.0","19.2","56.2","43.8"
"2009-13","UHF 42","203","4","2","Brooklyn","Bedford Stuyvesant - Crown Heights","Bedford Stuyvesant - Crown Heights  Brooklyn","320,856","2.6","70.1","12.2","13.0","87.0"
"2009-13","UHF 42","204","4","2","Brooklyn","East New York","East New York  Brooklyn","185,598","2.9","54.9","37.8","2.8","97.2"
"2009-13","UHF 42","205","4","2","Brooklyn","Sunset Park","Sunset Park  Brooklyn","131,913","35.9","2.3","43.7","16.2","83.8"
"2009-13","UHF 42","206","4","2","Brooklyn","Borough Park","Borough Park  Brooklyn","336,911","21.0","4.2","13.1","60.2","39.8"
"2009-13","UHF 42","207","4","2","Brooklyn","East Flatbush - Flatbush","East Flatbush - Flatbush  Brooklyn","302,381","2.5","72.8","10.0","12.8","87.2"
"2009-13","UHF 42","208","4","2","Brooklyn","Canarsie - Flatlands","Canarsie - Flatlands  Brooklyn","204,355","3.4","62.9","8.9","23.3","76.7"
"2009-13","UHF 42","209","4","2","Brooklyn","Bensonhurst - Bay Ridge","Bensonhurst - Bay Ridge  Brooklyn","199,708","24.3","1.1","13.1","59.9","40.1"
"2009-13","UHF 42","210","4","2","Brooklyn","Coney Island - Sheepshead Bay","Coney Island - Sheepshead Bay  Brooklyn","272,801","17.4","6.5","10.0","64.8","35.2"
"2009-13","UHF 42","211","4","2","Brooklyn","Williamsburg - Bushwick","Williamsburg - Bushwick  Brooklyn","218,324","4.6","27.4","51.3","15.4","84.6"
"2009-13","UHF 42","301","4","3","Manhattan","Washington Heights","Washington Heights  Manhattan","263,511","2.4","12.1","66.9","16.6","83.4"
"2009-13","UHF 42","302","4","3","Manhattan","Central Harlem - Morningside Heights","Central Harlem - Morningside Heights  Manhattan","172,914","5.2","53.5","22.7","15.7","84.3"
"2009-13","UHF 42","303","4","3","Manhattan","East Harlem","East Harlem  Manhattan","110,942","7.3","28.3","47.9","14.1","85.9"
"2009-13","UHF 42","304","4","3","Manhattan","Upper West Side","Upper West Side  Manhattan","222,987","8.8","6.6","15.0","67.0","33.0"
"2009-13","UHF 42","305","4","3","Manhattan","Upper East Side","Upper East Side  Manhattan","216,597","8.5","3.2","7.7","78.5","21.5"
"2009-13","UHF 42","306","4","3","Manhattan","Chelsea - Clinton","Chelsea - Clinton  Manhattan","142,682","13.6","5.5","14.7","63.0","37.0"
"2009-13","UHF 42","307","4","3","Manhattan","Gramercy Park - Murray Hill","Gramercy Park - Murray Hill  Manhattan","127,613","14.4","3.3","8.8","70.9","29.1"
"2009-13","UHF 42","308","4","3","Manhattan","Greenwich Village - SoHo","Greenwich Village - SoHo  Manhattan","82,807","18.2","2.5","6.0","69.8","30.2"
"2009-13","UHF 42","309","4","3","Manhattan","Union Square - Lower East Side","Union Square - Lower East Side  Manhattan","202,311","26.5","5.6","20.4","44.4","55.6"
"2009-13","UHF 42","310","4","3","Manhattan","Lower Manhattan","Lower Manhattan  Manhattan","53,645","23.6","3.8","11.9","57.5","42.5"
"2009-13","UHF 42","401","4","4","Queens","Long Island City - Astoria","Long Island City - Astoria  Queens","200,123","16.2","5.6","27.3","48.6","51.4"
"2009-13","UHF 42","402","4","4","Queens","West Queens","West Queens  Queens","467,030","25.5","5.9","51.1","15.7","84.3"
"2009-13","UHF 42","403","4","4","Queens","Flushing - Clearview","Flushing - Clearview  Queens","261,570","48.3","1.8","16.9","30.2","69.8"
"2009-13","UHF 42","404","4","4","Queens","Bayside - Little Neck","Bayside - Little Neck  Queens","90,567","40.6","2.0","11.0","43.8","56.2"
"2009-13","UHF 42","405","4","4","Queens","Ridgewood - Forest Hills","Ridgewood - Forest Hills  Queens","247,255","15.2","1.9","27.3","53.9","46.1"
"2009-13","UHF 42","406","4","4","Queens","Fresh Meadows","Fresh Meadows  Queens","96,445","34.3","6.9","15.6","40.0","60.0"
"2009-13","UHF 42","407","4","4","Queens","Southwest Queens","Southwest Queens  Queens","281,251","22.1","11.5","32.9","21.2","78.8"
"2009-13","UHF 42","408","4","4","Queens","Jamaica","Jamaica  Queens","297,436","15.6","52.4","18.7","7.1","92.9"
"2009-13","UHF 42","409","4","4","Queens","Southeast Queens","Southeast Queens  Queens","312,983","16.9","43.5","12.4","23.0","77.0"
"2009-13","UHF 42","410","4","4","Queens","Rockaways","Rockaways  Queens","116,048","2.8","36.5","22.1","36.5","63.5"
"2009-13","UHF 42","501","4","5","Staten Island","Port Richmond","Port Richmond  Staten Island","66,575","6.1","26.3","34.4","31.1","68.9"
"2009-13","UHF 42","502","4","5","Staten Island","Stapleton - St. George","Stapleton - St. George  Staten Island","123,975","9.4","17.8","22.3","48.3","51.7"
"2009-13","UHF 42","503","4","5","Staten Island","Willowbrook","Willowbrook  Staten Island","87,276","13.9","3.9","12.4","68.4","31.6"
"2009-13","UHF 42","504","4","5","Staten Island","South Beach - Tottenville","South Beach - Tottenville  Staten Island","192,397","4.5","1.3","10.7","82.8","17.2"
"2008-12","Citywide","1","0","-","-","New York City","New York City","8,199,221","12.8","22.9","28.6","33.3","66.7"
"2008-12","Borough","1","1","1","Bronx","Bronx","Bronx","1,386,364","3.5","30.3","53.5","10.9","89.1"
"2008-12","Borough","2","1","2","Brooklyn","Brooklyn","Brooklyn","2,512,740","10.6","32.2","19.8","35.7","64.3"
"2008-12","Borough","3","1","3","Manhattan","Manhattan","Manhattan","1,596,735","11.1","13.0","25.6","47.7","52.3"
"2008-12","Borough","4","1","4","Queens","Queens","Queens","2,235,008","23.2","17.7","27.5","27.6","72.4"
"2008-12","Borough","5","1","5","Staten Island","Staten Island","Staten Island","468,374","7.6","9.5","17.2","64.2","35.8"
"2008-12","UHF 42","101","4","1","Bronx","Kingsbridge - Riverdale","Kingsbridge - Riverdale  Bronx","91,163","4.6","10.5","41.9","41.0","59.0"
"2008-12","UHF 42","102","4","1","Bronx","Northeast Bronx","Northeast Bronx  Bronx","200,483","3.0","60.3","23.8","11.4","88.6"
"2008-12","UHF 42","103","4","1","Bronx","Fordham - Bronx Pk","Fordham - Bronx Pk  Bronx","244,435","4.8","26.2","58.3","8.8","91.2"
"2008-12","UHF 42","104","4","1","Bronx","Pelham - Throgs Neck","Pelham - Throgs Neck  Bronx","301,497","6.9","20.1","50.3","20.1","79.9"
"2008-12","UHF 42","105","4","1","Bronx","Crotona -Tremont","Crotona -Tremont  Bronx","204,565","1.3","27.4","68.3","1.8","98.2"
"2008-12","UHF 42","106","4","1","Bronx","High Bridge - Morrisania","High Bridge - Morrisania  Bronx","208,247","1.0","34.8","61.3","1.4","98.6"
"2008-12","UHF 42","107","4","1","Bronx","Hunts Point - Mott Haven","Hunts Point - Mott Haven  Bronx","135,687","0.7","24.0","72.3","1.8","98.2"
"2008-12","UHF 42","201","4","2","Brooklyn","Greenpoint","Greenpoint  Brooklyn","124,228","3.8","2.6","23.3","68.3","31.7"
"2008-12","UHF 42","202","4","2","Brooklyn","Downtown - Heights - Slope","Downtown - Heights - Slope  Brooklyn","232,353","6.9","14.7","19.1","56.2","43.8"
"2008-12","UHF 42","203","4","2","Brooklyn","Bedford Stuyvesant - Crown Heights","Bedford Stuyvesant - Crown Heights  Brooklyn","316,118","2.5","70.7","12.5","12.3","87.7"
"2008-12","UHF 42","204","4","2","Brooklyn","East New York","East New York  Brooklyn","186,052","2.9","54.5","38.0","2.9","97.1"
"2008-12","UHF 42","205","4","2","Brooklyn","Sunset Park","Sunset Park  Brooklyn","129,179","35.3","2.3","43.3","17.3","82.7"
"2008-12","UHF 42","206","4","2","Brooklyn","Borough Park","Borough Park  Brooklyn","334,688","20.7","4.5","12.8","60.7","39.3"
"2008-12","UHF 42","207","4","2","Brooklyn","East Flatbush - Flatbush","East Flatbush - Flatbush  Brooklyn","303,707","2.5","72.3","10.7","12.4","87.6"
"2008-12","UHF 42","208","4","2","Brooklyn","Canarsie - Flatlands","Canarsie - Flatlands  Brooklyn","205,324","3.1","62.5","9.0","24.0","76.0"
"2008-12","UHF 42","209","4","2","Brooklyn","Bensonhurst - Bay Ridge","Bensonhurst - Bay Ridge  Brooklyn","197,258","23.5","1.1","13.4","60.7","39.3"
"2008-12","UHF 42","210","4","2","Brooklyn","Coney Island - Sheepshead Bay","Coney Island - Sheepshead Bay  Brooklyn","270,462","17.2","6.7","10.4","64.4","35.6"
"2008-12","UHF 42","211","4","2","Brooklyn","Williamsburg - Bushwick","Williamsburg - Bushwick  Brooklyn","213,371","4.6","28.6","51.5","14.2","85.8"
"2008-12","UHF 42","301","4","3","Manhattan","Washington Heights","Washington Heights  Manhattan","263,281","2.3","12.9","66.7","16.1","83.9"
"2008-12","UHF 42","302","4","3","Manhattan","Central Harlem - Morningside Heights","Central Harlem - Morningside Heights  Manhattan","169,650","5.1","54.1","22.6","15.0","85.0"
"2008-12","UHF 42","303","4","3","Manhattan","East Harlem","East Harlem  Manhattan","113,740","6.6","28.5","49.6","13.3","86.7"
"2008-12","UHF 42","304","4","3","Manhattan","Upper West Side","Upper West Side  Manhattan","221,246","8.1","6.7","15.0","67.7","32.3"
"2008-12","UHF 42","305","4","3","Manhattan","Upper East Side","Upper East Side  Manhattan","218,744","8.8","3.1","7.3","78.7","21.3"
"2008-12","UHF 42","306","4","3","Manhattan","Chelsea - Clinton","Chelsea - Clinton  Manhattan","141,346","13.4","5.0","15.2","63.4","36.6"
"2008-12","UHF 42","307","4","3","Manhattan","Gramercy Park - Murray Hill","Gramercy Park - Murray Hill  Manhattan","127,474","13.4","3.3","8.0","73.1","26.9"
"2008-12","UHF 42","308","4","3","Manhattan","Greenwich Village - SoHo","Greenwich Village - SoHo  Manhattan","81,686","19.5","2.4","5.5","69.4","30.6"
"2008-12","UHF 42","309","4","3","Manhattan","Union Square - Lower East Side","Union Square - Lower East Side  Manhattan","199,334","27.2","5.6","20.0","44.5","55.5"
"2008-12","UHF 42","310","4","3","Manhattan","Lower Manhattan","Lower Manhattan  Manhattan","50,547","22.7","4.0","12.8","57.6","42.4"
"2008-12","UHF 42","401","4","4","Queens","Long Island City - Astoria","Long Island City - Astoria  Queens","198,860","15.4","5.3","28.8","48.2","51.8"
"2008-12","UHF 42","402","4","4","Queens","West Queens","West Queens  Queens","462,159","25.6","5.9","50.2","16.5","83.5"
"2008-12","UHF 42","403","4","4","Queens","Flushing - Clearview","Flushing - Clearview  Queens","262,964","47.6","1.9","16.3","31.5","68.5"
"2008-12","UHF 42","404","4","4","Queens","Bayside - Little Neck","Bayside - Little Neck  Queens","89,965","38.7","2.5","11.0","45.3","54.7"
"2008-12","UHF 42","405","4","4","Queens","Ridgewood - Forest Hills","Ridgewood - Forest Hills  Queens","247,417","15.3","1.9","27.4","53.8","46.2"
"2008-12","UHF 42","406","4","4","Queens","Fresh Meadows","Fresh Meadows  Queens","94,537","34.3","7.3","15.7","40.1","59.9"
"2008-12","UHF 42","407","4","4","Queens","Southwest Queens","Southwest Queens  Queens","278,573","21.9","11.4","33.6","21.6","78.4"
"2008-12","UHF 42","408","4","4","Queens","Jamaica","Jamaica  Queens","289,199","15.7","53.5","17.8","7.1","92.9"
"2008-12","UHF 42","409","4","4","Queens","Southeast Queens","Southeast Queens  Queens","310,833","16.1","43.8","12.1","24.1","75.9"
"2008-12","UHF 42","410","4","4","Queens","Rockaways","Rockaways  Queens","115,352","2.0","37.8","22.1","35.7","64.3"
"2008-12","UHF 42","501","4","5","Staten Island","Port Richmond","Port Richmond  Staten Island","66,477","6.1","25.5","34.6","31.6","68.4"
"2008-12","UHF 42","502","4","5","Staten Island","Stapleton - St. George","Stapleton - St. George  Staten Island","122,005","9.4","17.9","21.5","49.3","50.7"
"2008-12","UHF 42","503","4","5","Staten Island","Willowbrook","Willowbrook  Staten Island","87,921","13.6","3.4","13.2","68.4","31.6"
"2008-12","UHF 42","504","4","5","Staten Island","South Beach - Tottenville","South Beach - Tottenville  Staten Island","191,971","4.3","1.5","10.2","83.0","17.0"
"2007-11","Citywide","1","0","-","-","New York City","New York City","8,128,980","12.6","23.1","28.4","33.5","66.5"
"2007-11","Borough","1","1","1","Bronx","Bronx","Bronx","1,374,593","3.5","30.4","53.0","11.2","88.8"
"2007-11","Borough","2","1","2","Brooklyn","Brooklyn","Brooklyn","2,486,119","10.3","32.5","19.8","35.7","64.3"
"2007-11","Borough","3","1","3","Manhattan","Manhattan","Manhattan","1,588,257","11.0","13.1","25.6","47.8","52.2"
"2007-11","Borough","4","1","4","Queens","Queens","Queens","2,213,977","23.0","17.9","27.3","28.1","71.9"
"2007-11","Borough","5","1","5","Staten Island","Staten Island","Staten Island","466,034","7.6","9.5","16.8","64.7","35.3"
"2007-11","UHF 42","101","4","1","Bronx","Kingsbridge - Riverdale","Kingsbridge - Riverdale  Bronx","90,567","4.4","10.6","41.3","41.4","58.6"
"2007-11","UHF 42","102","4","1","Bronx","Northeast Bronx","Northeast Bronx  Bronx","200,571","2.8","58.9","24.2","11.8","88.2"
"2007-11","UHF 42","103","4","1","Bronx","Fordham - Bronx Pk","Fordham - Bronx Pk  Bronx","241,007","4.2","26.2","58.4","9.1","90.9"
"2007-11","UHF 42","104","4","1","Bronx","Pelham - Throgs Neck","Pelham - Throgs Neck  Bronx","297,602","7.0","20.3","49.2","21.0","79.0"
"2007-11","UHF 42","105","4","1","Bronx","Crotona -Tremont","Crotona -Tremont  Bronx","203,982","1.7","28.7","66.7","1.7","98.3"
"2007-11","UHF 42","106","4","1","Bronx","High Bridge - Morrisania","High Bridge - Morrisania  Bronx","204,821","1.3","34.8","61.0","1.2","98.8"
"2007-11","UHF 42","107","4","1","Bronx","Hunts Point - Mott Haven","Hunts Point - Mott Haven  Bronx","133,949","0.5","24.3","72.5","1.6","98.4"
"2007-11","UHF 42","201","4","2","Brooklyn","Greenpoint","Greenpoint  Brooklyn","124,004","3.9","2.6","23.5","68.3","31.7"
"2007-11","UHF 42","202","4","2","Brooklyn","Downtown - Heights - Slope","Downtown - Heights - Slope  Brooklyn","229,931","6.5","15.1","18.9","56.2","43.8"
"2007-11","UHF 42","203","4","2","Brooklyn","Bedford Stuyvesant - Crown Heights","Bedford Stuyvesant - Crown Heights  Brooklyn","312,762","2.4","71.6","12.6","11.4","88.6"
"2007-11","UHF 42","204","4","2","Brooklyn","East New York","East New York  Brooklyn","183,123","3.1","53.3","38.8","2.9","97.1"
"2007-11","UHF 42","205","4","2","Brooklyn","Sunset Park","Sunset Park  Brooklyn","127,465","33.8","2.6","44.5","17.2","82.8"
"2007-11","UHF 42","206","4","2","Brooklyn","Borough Park","Borough Park  Brooklyn","335,341","20.1","4.7","12.9","61.0","39.0"
"2007-11","UHF 42","207","4","2","Brooklyn","East Flatbush - Flatbush","East Flatbush - Flatbush  Brooklyn","303,254","2.4","73.5","10.1","12.2","87.8"
"2007-11","UHF 42","208","4","2","Brooklyn","Canarsie - Flatlands","Canarsie - Flatlands  Brooklyn","202,336","3.3","61.6","8.9","24.6","75.4"
"2007-11","UHF 42","209","4","2","Brooklyn","Bensonhurst - Bay Ridge","Bensonhurst - Bay Ridge  Brooklyn","192,615","23.4","1.1","12.5","61.7","38.3"
"2007-11","UHF 42","210","4","2","Brooklyn","Coney Island - Sheepshead Bay","Coney Island - Sheepshead Bay  Brooklyn","266,450","16.9","6.7","10.6","64.6","35.4"
"2007-11","UHF 42","211","4","2","Brooklyn","Williamsburg - Bushwick","Williamsburg - Bushwick  Brooklyn","208,838","4.5","29.3","51.8","13.3","86.7"
"2007-11","UHF 42","301","4","3","Manhattan","Washington Heights","Washington Heights  Manhattan","264,239","2.3","12.7","67.0","16.0","84.0"
"2007-11","UHF 42","302","4","3","Manhattan","Central Harlem - Morningside Heights","Central Harlem - Morningside Heights  Manhattan","166,792","4.7","54.7","22.2","15.1","84.9"
"2007-11","UHF 42","303","4","3","Manhattan","East Harlem","East Harlem  Manhattan","113,741","6.4","29.2","50.7","11.9","88.1"
"2007-11","UHF 42","304","4","3","Manhattan","Upper West Side","Upper West Side  Manhattan","220,818","8.2","6.7","14.5","68.2","31.8"
"2007-11","UHF 42","305","4","3","Manhattan","Upper East Side","Upper East Side  Manhattan","216,966","8.5","2.9","7.3","79.5","20.5"
"2007-11","UHF 42","306","4","3","Manhattan","Chelsea - Clinton","Chelsea - Clinton  Manhattan","140,604","13.3","5.3","14.9","63.7","36.3"
"2007-11","UHF 42","307","4","3","Manhattan","Gramercy Park - Murray Hill","Gramercy Park - Murray Hill  Manhattan","127,158","13.1","3.0","8.9","72.8","27.2"
"2007-11","UHF 42","308","4","3","Manhattan","Greenwich Village - SoHo","Greenwich Village - SoHo  Manhattan","81,969","19.5","2.4","5.6","69.6","30.4"
"2007-11","UHF 42","309","4","3","Manhattan","Union Square - Lower East Side","Union Square - Lower East Side  Manhattan","198,860","27.6","5.7","19.8","44.2","55.8"
"2007-11","UHF 42","310","4","3","Manhattan","Lower Manhattan","Lower Manhattan  Manhattan","48,451","23.6","4.5","11.6","56.7","43.3"
"2007-11","UHF 42","401","4","4","Queens","Long Island City - Astoria","Long Island City - Astoria  Queens","197,292","16.3","5.1","28.4","47.9","52.1"
"2007-11","UHF 42","402","4","4","Queens","West Queens","West Queens  Queens","462,257","25.7","6.1","50.0","16.5","83.5"
"2007-11","UHF 42","403","4","4","Queens","Flushing - Clearview","Flushing - Clearview  Queens","257,413","46.5","2.0","16.0","33.1","66.9"
"2007-11","UHF 42","404","4","4","Queens","Bayside - Little Neck","Bayside - Little Neck  Queens","88,842","36.9","1.9","11.4","47.7","52.3"
"2007-11","UHF 42","405","4","4","Queens","Ridgewood - Forest Hills","Ridgewood - Forest Hills  Queens","245,978","15.6","1.9","26.9","53.8","46.2"
"2007-11","UHF 42","406","4","4","Queens","Fresh Meadows","Fresh Meadows  Queens","94,278","33.4","8.8","15.0","40.7","59.3"
"2007-11","UHF 42","407","4","4","Queens","Southwest Queens","Southwest Queens  Queens","273,298","21.2","12.1","33.3","22.7","77.3"
"2007-11","UHF 42","408","4","4","Queens","Jamaica","Jamaica  Queens","285,348","15.5","53.6","17.8","7.5","92.5"
"2007-11","UHF 42","409","4","4","Queens","Southeast Queens","Southeast Queens  Queens","311,526","16.2","43.9","11.8","24.7","75.3"
"2007-11","UHF 42","410","4","4","Queens","Rockaways","Rockaways  Queens","113,026","1.7","37.9","21.7","37.0","63.0"
"2007-11","UHF 42","501","4","5","Staten Island","Port Richmond","Port Richmond  Staten Island","67,875","6.7","26.6","32.3","31.9","68.1"
"2007-11","UHF 42","502","4","5","Staten Island","Stapleton - St. George","Stapleton - St. George  Staten Island","120,386","9.8","17.1","21.5","49.9","50.1"
"2007-11","UHF 42","503","4","5","Staten Island","Willowbrook","Willowbrook  Staten Island","87,662","12.9","3.1","12.0","70.7","29.3"
"2007-11","UHF 42","504","4","5","Staten Island","South Beach - Tottenville","South Beach - Tottenville  Staten Island","190,111","4.1","1.6","10.5","83.1","16.9"